"GeneID"	"control_1"	"control_2"	"control_3"	"control_4"	"control_5"	"control_6"	"treatment_1"	"treatment_2"	"treatment_3"	"treatment_4"	"treatment_5"	"treatment_6"
"Zm00001eb031330"	12.17	9.99	10.68	12.77	10.72	11.01	12.27	12.46	73.4	62.19	37.91	34.21
"Zm00001eb031400"	60.83	64.81	28.57	29.73	46.81	50.32	43.32	38.99	46.38	52.23	41.97	40.85
"Zm00001eb031430"	20.02	19.45	27.04	22.43	13.98	14.38	21.86	21.35	29.13	27.04	23.35	22.57
"Zm00001eb031790"	60.18	65.6	370.83	368.06	63.91	58.29	87.19	93.63	201.16	196	89.72	86.02
"Zm00001eb032060"	141.01	143.11	50.73	56.63	78.66	84.76	106.57	93.8	62.2	69.21	69.41	63.01
"Zm00001eb032290"	423.71	425.01	181.61	188.3	863.45	863.9	658.78	660.96	253.3	262.19	162.97	163.67
"Zm00001eb032340"	75.16	83.04	113.03	115.12	152.28	148.22	59.75	60.84	313.16	313.85	172.3	173.46
"Zm00001eb032600"	1.17	1.39	1241.13	1211.55	41.09	30.8	1.22	1.22	90.67	96.57	27.41	32.54
"Zm00001eb032620"	18.08	16.48	36.04	35.25	13.54	13.19	18.57	18.92	11.05	12.59	9.53	9.94
"Zm00001eb032690"	3844.13	4255.5	3029.12	2989.54	6716.43	5368.08	4047.58	4152.27	1581.2	1601.76	4217.17	4174.66
"Zm00001eb032760"	16.82	15.18	15.63	17.64	24.45	27.38	13.91	14.01	44.42	48.15	25.92	23.37
"Zm00001eb032780"	3.25	2.44	54.57	55.85	8.68	7.97	1.61	1.85	113.13	114.97	22.1	23.54
"Zm00001eb032800"	9.67	14.05	68.5	62.57	27.14	22.5	13.87	15.69	78.33	78.32	27.07	29.88
"Zm00001eb032820"	5.07	9.73	33.81	32.19	16.96	14.81	10.54	11.99	24.95	22.98	17.66	18.47
"Zm00001eb033030"	9.87	12.77	22.9	24.04	22.85	21.69	20.99	24.11	106.33	105.82	36.04	33.36
"Zm00001eb033190"	26.15	20.36	26.84	31.9	27.47	32.98	29.52	21.86	42.62	53.94	43.88	58.45
"Zm00001eb033480"	43.25	41.08	108.12	105.69	64.08	61.41	50.03	52.49	122.27	117.25	109.92	114.69
"Zm00001eb033580"	5.98	5.36	4.79	7.06	10.43	9.83	8.39	6.93	22.11	19.62	21.26	17.22
"Zm00001eb033790"	16.11	12.22	84.48	99.72	14.74	15.82	25.4	28.74	241	226.7	59.08	63.97
"Zm00001eb033910"	20.29	20.3	16.01	20.02	16.05	15.89	15.72	20.7	19.83	18.58	14.23	15.12
"Zm00001eb034050"	5.02	4.93	57.2	56.8	14.69	12.49	53.76	54.61	82.55	82.07	106.98	105.08
"Zm00001eb034090"	29.32	26.57	13.27	14.97	19.73	19.82	36.01	33.74	19.05	19.43	33.38	33.55
"Zm00001eb034130"	497.23	504.65	323.87	310.17	387.49	408.01	281.47	286.84	736.05	735.18	460.45	457.43
"Zm00001eb034760"	3.41	3.68	39.49	41.67	11.28	10.85	4.61	4.29	45.72	41.38	20.03	18.58
"Zm00001eb034850"	19.28	24.1	34.02	23.35	22.17	23.05	12	21.22	28.26	29.54	22.01	24.37
"Zm00001eb035370"	63.57	60.36	19.28	20.74	82.11	84.89	95.13	95.47	35.61	35.87	82.5	83.08
"Zm00001eb035630"	70.89	74.48	21.25	26.34	47.55	36.86	49.09	47.82	34.09	27.74	29.45	32.81
"Zm00001eb035640"	21.07	19.95	21.17	21.22	33.26	37.59	28.1	27.85	14.65	15.73	69.35	64.15
"Zm00001eb035670"	11.46	13.02	18	16.91	8.97	8.26	12.26	16.43	14.22	12.71	12.14	8.03
"Zm00001eb035730"	13.58	11.82	17.18	19.11	29.13	28.65	28.87	30.77	49.64	43.74	44.54	47.84
"Zm00001eb035750"	3.88	4.12	9.98	7.18	12.29	12.99	4.47	4.29	13.15	14.72	10.6	10.5
"Zm00001eb035790"	13.84	17.05	15.09	13.55	7.77	9.41	14.04	14.48	14.63	16.12	23.18	27.11
"Zm00001eb035860"	23.3	25.2	40.45	42.54	20.32	22.12	35.63	38.79	53.46	54.35	97.96	100
"Zm00001eb036130"	327.42	313.12	106	104.4	229.12	269.92	195.44	190.38	267.59	277.42	179.49	178.19
"Zm00001eb036530"	177.48	179.83	69.05	64.52	131.32	126.73	193.31	197.33	64.61	63.89	69.44	69.03
"Zm00001eb036640"	148.85	139.42	105.04	112.27	150.6	138.14	121.67	127.33	148.63	150.92	97.4	97.82
"Zm00001eb036710"	0.685	0.4	19.67	20.695	5.03	4.11	4.06	3.215	38.945	35.82	25.23	24.145
"Zm00001eb036750"	99.66	98.91	90.18	84.85	527.17	418.33	221.36	214.94	187.29	184.96	680.78	679.45
"Zm00001eb036790"	89.46	97.54	49.58	41.71	66.87	70.69	89.23	90.66	48.75	49.89	27.05	30.14
"Zm00001eb036920"	2.13	3.76	215.05	205.41	13	10.34	2.64	3.03	584.36	602.99	24.11	24.18
"Zm00001eb037110"	1.38	1.72	127.95	127.37	7.17	5.53	2.53	3.41	450.2	453.02	15.29	11.54
"Zm00001eb037260"	15.45	16.98	7.94	8.32	16.77	15.72	22.58	25.11	20.47	22.19	25.56	25.11
"Zm00001eb037280"	5.63	8.44	56.22	46.73	12.17	11.89	16.94	15.55	10.41	13.07	14.62	13.75
"Zm00001eb037380"	23.63	24.04	19.56	17.83	20.73	24.02	21.2	22.14	41.36	37.51	19.15	16.63
"Zm00001eb037480"	19.65	18.86	8.13	7.86	20.94	19.83	58.48	54.72	30.23	25.35	16.68	21.85
"Zm00001eb037520"	32.96	38.6	156.38	151.23	29.04	26.89	24.12	23.5	198.39	190.91	94.75	97.32
"Zm00001eb037640"	57.13	60.41	32.82	37.36	46.96	51.84	54.73	56.89	49.74	51.77	48.57	60.75
"Zm00001eb037680"	104.49	102	85.26	83.69	102.09	100.99	135.68	130.62	103.27	108.09	134.38	141.98
"Zm00001eb037690"	62.77	70.87	233.76	235.24	197.39	190.84	193.29	188.9	329.57	324.46	449.99	442.74
"Zm00001eb038110"	3.97	3.02	103.87	94.97	12.77	7.51	8.49	5.91	38.08	40.49	16.86	16.3
"Zm00001eb038140"	4.42	6.26	16.91	15.08	18.51	17.29	2.36	2.91	14.56	13.72	2.9	3.16
"Zm00001eb038370"	317.26	315.39	262.57	284.54	396.27	420.14	252.9	254	301.36	302.64	184.53	184.11
"Zm00001eb038410"	112.14	123.82	20.75	20.1	217.1	193.24	189.57	190.93	21.86	19.66	153.85	142.55
"Zm00001eb038510"	110.36	110.49	83.98	76.76	161.69	178.44	122.24	125.68	133.16	131.74	105.89	116.61
"Zm00001eb038530"	4.28	4.76	557.07	532.78	7.81	7.17	5.89	5.07	322.52	309.36	32.73	27.59
"Zm00001eb038560"	112.24	129.76	26.17	31.19	108.28	97.65	104.99	100.82	48.95	54.61	54.2	57.61
"Zm00001eb038650"	7.84	7.11	50.03	50.2	10.88	11.6	30.21	30.79	65.39	60.4	71.24	70.48
"Zm00001eb038870"	75.47	75.26	45.99	43.59	60.24	70.27	79.48	77.75	43.21	42.63	94.97	88.07
"Zm00001eb038930"	7.81	8.22	687.58	674.75	40.54	45.93	26.81	26.8	279.66	283.78	28.77	28.28
"Zm00001eb039000"	84.92	84.26	215.69	216.4	84.25	82.15	110.45	97.21	137.31	146.51	71.51	63.15
"Zm00001eb039410"	38.52	39	60.17	58.86	38.08	39.86	27.02	28.01	75.41	77.72	31.25	36.96
"Zm00001eb039430"	17.25	11.93	94.84	103.3	7.4	12.15	9.49	12.1	23.24	24.57	6.22	7.87
"Zm00001eb039590"	54.2	48.28	21.46	23.28	62.46	63.87	41.84	45.89	28.78	29.59	46.28	45.85
"Zm00001eb039610"	8.18	7.25	37.05	34.88	10.1	11.18	7.05	8.4	27.97	24.33	12.22	14.21
"Zm00001eb039630"	16.61	13.91	44.95	40.51	8.57	10.87	18.93	17.21	17.61	16.04	6.27	5.6
"Zm00001eb039670"	56.63	53.38	36.55	48.78	64.13	57.97	67.77	60.46	45.54	43.22	37.13	40.03
"Zm00001eb040040"	213.16	191.91	44.34	44.34	212.9	214.67	121.29	130.08	82.84	74.71	72.27	73.83
"Zm00001eb040070"	0.35	0.18	39.58	38.8	0.69	0.64	1.02	1.08	33.58	32.17	86.47	81.68
"Zm00001eb040140"	116.02	134.91	58.81	53.3	28.04	19.06	55.5	60.79	61.79	60.8	44.78	55.59
"Zm00001eb040180"	11.3	12.93	243.41	242.68	6.3	4.47	7.46	8.68	95.06	90.7	17.26	16.8
"Zm00001eb040280"	10.77	19.7	2.25	2.24	34.96	24.63	11.58	13.65	0.78	0.29	61.92	57.82
"Zm00001eb040400"	8.49	7.88	39.11	42.6	8.28	7.68	14.72	17.68	33.14	34.68	34.16	34.42
"Zm00001eb040460"	1580.58	1566.87	9.8	8.25	217.86	210.7	356.84	364.41	8.96	8.62	38.27	33.23
"Zm00001eb040730"	4.38	5.06	46.22	41.48	10.85	7.23	1.44	2.27	24.56	28.33	14.97	12.87
"Zm00001eb040970"	8.14	16.21	27.59	23.16	10.15	9.31	11.02	9.74	15.26	13.07	4.37	5.5
"Zm00001eb041030"	0.64	2.1	301.33	281.34	0.48	1.13	2.15	1.82	715.66	682.74	18.21	18.64
"Zm00001eb041150"	33.76	35.31	49.77	55.19	32.79	38.87	29.45	34.9	47.78	51.56	41.17	41.89
"Zm00001eb041190"	57.51	58.06	22.18	16.39	43.35	42.37	40.97	45.49	22.4	24.67	29.21	27.16
"Zm00001eb041200"	46.64	50.92	49.84	47.41	42.32	31.75	48.1	44.89	47.82	53.5	28.39	30.27
"Zm00001eb041290"	24.23	27.59	28.06	32.15	14.48	7.82	37.01	40.23	19.95	18.29	22.25	23.09
"Zm00001eb041400"	33.25	29.53	13.79	14.44	29.02	27.12	29.8	27.35	4.56	4.63	12.59	13.22
"Zm00001eb041460"	21.85	20.75	1339.84	1320.23	32.21	31.57	34.5	35.47	640.54	617.28	72.08	72.58
"Zm00001eb041480"	14.4	16.51	38.17	47.95	36.76	35.91	14.29	15.78	43.99	43.41	35.38	32.73
"Zm00001eb041630"	8.89	7.75	286.59	292.15	10.55	8.77	9.02	8.77	171.53	164.6	27.75	31.54
"Zm00001eb041840"	20.55	20.97	15.67	15.33	10.86	13.13	12.92	15.72	2.32	1.51	4.4	4.62
"Zm00001eb041900"	9.21	7.81	24.84	26.02	36.33	29.04	36.47	36.39	58.68	55.76	61.96	63.65
"Zm00001eb042080"	4.64	4.43	82	91.83	7.58	7.18	7.1	6.98	73.52	74.29	17.63	16.62
"Zm00001eb042220"	0.4	0.69	113.92	107.17	30.11	21.92	4.04	4.42	30.82	36.07	35.53	25.9
"Zm00001eb042240"	11.82	13.29	16.22	16.05	36.26	31.47	65.51	64.17	45.92	40.92	170.01	159.02
"Zm00001eb042270"	8.88	6.23	28.63	26.04	12.21	12.05	8.4	8.24	21.09	23.96	11.72	12.33
"Zm00001eb042280"	9.89	10.38	30.46	34.44	7.79	10.09	11.76	10.5	9.64	7.05	5.13	5.63
"Zm00001eb042390"	101.53	96.95	135.54	139.06	120.26	117.99	68.68	70.18	160.98	157.21	117.24	104.24
"Zm00001eb042400"	26.01	23.05	22.8	20.95	34.71	32.28	29.43	31.27	22.33	23.08	40.17	40.51
"Zm00001eb042420"	38.82	36.55	20.21	20.35	24.9	27.87	35.2	37.45	20.85	20.34	24.84	23.68
"Zm00001eb042520"	6.5	9.17	62.18	64.26	12.88	15.3	11.1	10.35	18.94	20.24	18.09	20.01
"Zm00001eb042530"	6.28	5.03	67.23	63.68	4.15	3.12	7.54	10.06	26.71	14.06	11.48	11.56
"Zm00001eb042670"	72.66	79.72	20.97	21.05	144.21	147.45	99.05	97.5	31.54	30.47	89.98	84.76
"Zm00001eb042700"	84.78	75.3	52.19	41.04	55.13	66.28	59.94	62.16	57.56	54.15	62.92	58.24
"Zm00001eb042710"	1.32	1.45	110.43	109.74	6.94	8.16	1.77	1.77	108.72	106.07	11.11	12.14
"Zm00001eb042750"	264.47	262.31	213.89	200.52	220.99	215.49	214.03	218.08	197.02	192.77	251.69	238.82
"Zm00001eb042760"	10.85	8.43	17.38	12.59	10.62	15.43	9.09	9.09	22.06	23.43	12.56	11.29
"Zm00001eb042860"	14.42	11.64	43.86	43.03	8.55	14.84	13.95	13.5	22.39	18.35	9.95	11.33
"Zm00001eb042920"	40.62	40.46	71.14	75.87	38.3	41.81	40.08	38.88	82.11	87.79	103.87	101.8
"Zm00001eb042990"	35.77	41.25	119.1	114.19	27.23	29.12	39.13	38.36	26.17	25.13	8.42	10.14
"Zm00001eb043240"	13.5	16.14	212.67	199.89	19.45	19.86	17.2	19.38	106.13	108.87	17.23	17.03
"Zm00001eb043760"	0.6	1.5	14.89	19.29	10.75	10.56	3.18	1.15	42.59	38.73	24.93	28.48
"Zm00001eb043770"	49.06	46.66	6.27	8.75	82.73	85.21	64.22	67.46	3.39	3.73	17.29	18.74
"Zm00001eb043850"	30.86	30.39	26.62	36.84	16.66	19.34	35.78	38.65	41.05	45.63	19.37	20.79
"Zm00001eb043920"	22.24	21.51	17.54	15.6	21.95	21.33	20.11	22.97	24.12	23.21	14.8	17.24
"Zm00001eb043970"	17.04	15.99	7.42	6.9	15.33	16.35	18.15	20.18	5.88	6.03	15.25	13.1
"Zm00001eb044010"	16.04	13.8	15.2	14.78	12.67	16.18	13.95	13.27	21.87	24.97	13.72	16.07
"Zm00001eb044260"	80.55	74.74	70.7	71.28	167.53	164	142.59	131.01	517.81	524.02	165.74	164.75
"Zm00001eb044380"	49.63	53.1	28.94	27.34	31.42	34.3	43.64	43.87	66.25	66.18	40.88	46.09
"Zm00001eb044600"	34.41	35.23	24.88	24.97	33.33	34.6	33.79	36.66	35.47	30.6	34.71	31.96
"Zm00001eb044840"	15.45	17.6	143.46	134.73	157.44	142.47	23.04	17.48	73.38	76.85	120.72	118.39
"Zm00001eb044860"	1.54	1.36	193.33	191.42	4.24	3.08	5.93	6.05	245.93	247.26	171.29	175.24
"Zm00001eb045250"	49.39	50.59	50.89	48.81	42.47	51.46	54.15	54.02	56.8	58.55	57.32	55.54
"Zm00001eb045350"	4.56	6.79	17.82	19.66	11.75	12.28	7.35	6.94	29.31	25.85	29.78	27.19
"Zm00001eb045470"	102.49	98.6	10.56	10.79	93.43	84.45	95.8	92.71	17.8	16.54	79.81	82.73
"Zm00001eb045530"	87.9	78.42	19.76	26.44	49.77	55.22	72.7	73.49	23.26	17.42	27.25	30.06
"Zm00001eb045570"	23.19	28.2	27.29	25.91	20.59	20.38	23.44	31.1	23.09	23.32	25.89	30.82
"Zm00001eb045680"	23.3	18.91	38.9	34.92	20.23	28.46	28.17	19.76	95.2	95.32	51.64	44.83
"Zm00001eb045790"	183.73	187.3	385.04	391.46	320.69	371.41	142.2	130.28	312.29	303.65	120.93	123.77
"Zm00001eb046040"	20.36	18.24	19.05	21.31	19.3	20.17	26.64	24.23	11.65	11.5	20.9	19.36
"Zm00001eb046120"	29.83	32.11	75.03	69.86	37.07	29.91	19.54	21.37	114.58	112.2	24.9	33.09
"Zm00001eb046590"	15.63	17.21	57.58	62.34	13.15	11.17	28.36	34.43	40.5	33.06	20.12	24.74
"Zm00001eb047280"	89.53	95.8	31.7	28.34	77.71	71.56	87.96	81.7	47.89	53.13	202.99	212.19
"Zm00001eb047780"	1.8	2.32	694.35	708.56	10.06	10.41	2.99	3.23	414.33	400.82	17.43	16.88
"Zm00001eb047830"	28.38	25.83	62.05	62.53	13.96	14.98	21.74	22.39	9.81	9.8	4.59	5.26
"Zm00001eb047980"	45.81	45.27	121.2	117.89	101.79	106.59	27.1	22.27	122.59	109.34	40.36	39.7
"Zm00001eb048510"	9.65	12.53	153.32	151.96	10.01	8.12	7.51	12.37	32.69	31.35	2.9	1.38
"Zm00001eb048670"	2.07	3.5	255.43	265.38	6.96	4.87	5	4.29	84.4	84.18	16.57	16.51
"Zm00001eb048800"	44.52	40.92	43.01	31.69	46.99	36.91	46.51	39.5	44.93	46.24	24.22	27.27
"Zm00001eb048820"	32.69	35.47	67.14	65.25	48.48	46.42	47.18	44.65	62.24	66.47	80.63	83.26
"Zm00001eb049080"	25.02	28.87	17.76	17.55	20.28	19.18	14.15	19.41	17.79	18.7	23.27	22.27
"Zm00001eb049190"	38.4	36.78	167.26	158.17	22.86	24.4	35.45	35.55	240.8	234.13	26.39	25.86
"Zm00001eb049310"	31.49	28.16	34.82	34.36	24.95	20.29	21.72	18.69	48.26	48.63	13.7	11.43
"Zm00001eb049570"	428.24	425.01	229.7	215.76	319.7	350.53	384.49	358.92	234.65	231.79	133.39	144.82
"Zm00001eb049630"	47.3	45.9	2698.81	2705.76	121.25	105.41	113.64	114.52	437.63	428.81	116.1	121.24
"Zm00001eb049640"	47.3	45.9	2698.81	2705.76	121.25	105.41	113.64	114.52	437.63	428.81	116.1	121.24
"Zm00001eb049720"	131.79	109.96	81.75	68.78	110.43	109.6	105.62	118.68	78.25	71.24	35.41	39.08
"Zm00001eb049770"	3.76	3.71	73.94	76.56	9.43	10.51	6.79	6.45	39.11	37.5	30.52	36.48
"Zm00001eb049840"	176.825	165.265	33.78	32.905	56.185	73.09	142.99	139.395	37.665	37.665	83.16	79.185
"Zm00001eb049960"	73.61	73.92	34.03	33.41	367.73	371.8	78.33	82.82	59.17	63.78	68.99	69.5
"Zm00001eb050060"	74.44	76.49	26.13	24.78	44.63	40.39	54.91	67.21	36.66	42.75	23.19	29.54
"Zm00001eb050140"	18	22.68	3.13	1.78	52.5	44.36	15.4	15.53	1.8	1.76	14.7	14.1
"Zm00001eb050280"	820.47	778.08	504.21	483.34	832.76	936.02	1434.35	1420.37	469.08	454.22	966.44	929.47
"Zm00001eb050760"	4.79	3.72	23.13	17.48	10.3	12.43	6.99	3.83	24.53	22.04	11.66	12.65
"Zm00001eb050850"	6.75	6.28	160.63	150.67	7.65	9.35	10.78	11.42	382.14	393.04	44.63	42.94
"Zm00001eb050870"	13.88	14.71	93.47	95.97	29.27	27.46	16.51	14.97	102.89	98.34	36.1	36.41
"Zm00001eb051020"	0.73	0.53	19.59	18.71	22.26	18.87	2.17	1.62	62.94	60.11	23.57	23.6
"Zm00001eb051080"	17.435	16.03	16.155	13.035	18.8	18.8	22.235	20.485	16.415	14.08	21.835	19.335
"Zm00001eb051500"	15.05	12.35	32.59	32.3	14.18	14.15	17.33	15.02	14.23	12.04	13.43	17.01
"Zm00001eb051780"	34.8	26.11	190.74	190.54	32.56	40.29	57.02	56.84	181.47	197.41	117.96	112.06
"Zm00001eb051840"	42.45	36.98	76.79	74.1	52.49	62.31	62.92	63.69	55.37	54.5	68.01	60.08
"Zm00001eb051900"	19.19	20.64	73.91	72.79	47.45	52.53	24.61	26.85	91.32	96.2	114.35	115.19
"Zm00001eb051950"	18.82	21.86	129.61	117.84	39.73	50.14	23.5	21.47	50.15	55.89	15.16	14.52
"Zm00001eb051980"	17.76	22.31	29.28	25.17	19.7	23.65	15.47	16.15	21.92	25.79	20.69	21.94
"Zm00001eb052540"	14.48	13.74	3.12	1.34	68.75	61.32	11.03	10.24	2.78	2.07	11.93	11.61
"Zm00001eb052640"	13.65	14.6	67.72	80.98	25.03	21.39	16.02	21.6	112.4	108	54.03	61.59
"Zm00001eb052650"	9.76	14.47	89.41	79.38	8.52	6.92	12.03	7.38	28.95	30.97	20.91	18.68
"Zm00001eb052740"	57.1	58.68	23.46	24.76	64.14	57.69	41.34	41.03	36.74	40.08	49.4	45.38
"Zm00001eb052790"	21.64	20.7	1132.16	1093.62	314.27	317.43	73.17	73.17	2660.41	2758.05	586.11	629.91
"Zm00001eb052810"	19.64	19.48	21.68	15.52	19.2	18.55	20.2	17.1	31.3	37.38	36.41	35.97
"Zm00001eb053010"	24.54	19.67	28.3	29.88	15.82	17.12	26.98	28.99	11.07	11.79	27.74	26.85
"Zm00001eb053260"	107.08	94.47	65.98	65.22	102.53	94.49	97.94	103.8	60.48	62.97	80.67	82.78
"Zm00001eb053320"	137.76	129.05	68.84	66.16	105.83	103	70.04	85.18	85.66	91.21	37.67	42.48
"Zm00001eb053470"	75.71	75.32	50.74	48.03	75.32	78.23	54.62	54.25	55.2	49	52.46	50.64
"Zm00001eb053500"	62.4	59.43	3.15	4.17	75.56	92.98	59.23	57.18	2.23	2.73	19.84	16.8
"Zm00001eb053650"	4.77	5.43	7.65	8.23	10.76	11.51	4.99	5.95	11.42	11.51	17.27	17.58
"Zm00001eb053740"	26.72	25.14	9.01	10.38	19.82	24.03	20.61	18.77	16.42	16.1	14.98	17.35
"Zm00001eb053750"	26.22	27.17	226.45	222.41	27.71	32.01	39.87	40.21	199.76	203.03	65.55	60.09
"Zm00001eb053790"	79.91	65.51	31.71	37.16	66.56	64.67	40.75	48.53	52	46.6	43.34	45.45
"Zm00001eb053850"	29.64	29.78	4.01	3.7	21.05	22.89	26.08	20.67	2.31	5.32	17.47	22.17
"Zm00001eb054000"	4.98	5.92	50.09	55.24	11.65	11.75	10.76	8.56	22.73	21.39	20.72	19.78
"Zm00001eb054010"	41.25	44.6	30.6	30.12	28.93	30.14	38.35	46.77	35.54	39.24	34.66	24.2
"Zm00001eb054020"	3.59	2.48	61.91	67.17	4.11	4.6	3.04	3.55	65.07	61.64	10.57	12.05
"Zm00001eb054120"	55.44	49.16	25.48	27.38	34.04	35.22	59.13	66.06	12.87	13.16	19.06	17.26
"Zm00001eb054140"	8.94	10.48	32.41	38.49	32.46	22.73	10.16	10.16	19.71	22.93	21.95	21.53
"Zm00001eb054160"	34.2	31.3	17.64	17.83	28.4	26.31	30.1	27.09	37.32	37.14	34.96	31.68
"Zm00001eb054190"	14.36	11.41	11.16	8.46	18.98	18.44	14.08	20.57	10.4	13.25	15.86	11.52
"Zm00001eb054200"	124	118.11	49.65	46.88	81.45	90.61	147.45	148.69	52.11	46.74	108.26	112.67
"Zm00001eb054380"	29.47	24.56	121.07	120.15	28.72	32.25	27.06	23.49	52.06	60.11	24.19	23.7
"Zm00001eb054470"	5.59	4.8	12.34	10.07	11.17	15.05	4.86	4.79	13.59	15.87	19.2	18.86
"Zm00001eb054680"	49.83	49.94	57.35	54.37	75.98	76.86	44.58	49.52	85.99	77.63	47.48	51.69
"Zm00001eb054880"	98.62	97.42	23.23	18.84	66.89	46.69	93.86	93.13	20.14	28.01	50.44	46.32
"Zm00001eb054980"	53.7	50.61	40.05	39.88	73.75	83.28	46.39	46.5	22.39	20.01	52.83	54.66
"Zm00001eb054990"	16.11	17.24	19.83	21.51	90.86	84.27	48.17	45.48	136.89	130.79	180.17	184.07
"Zm00001eb055230"	37.11	31.27	25.2	16.65	29.28	29.39	50.56	43.89	35.54	36.95	45.16	43.14
"Zm00001eb055280"	13.38	14.87	18.6	17.85	19.45	19.49	10.81	8.33	4.63	4.01	19.22	18.28
"Zm00001eb055310"	9.29	10.9	185.94	186.81	13.27	15.81	12.03	14.25	233	219.88	13.64	11.71
"Zm00001eb055330"	201.36	207.01	70.22	76.66	173.21	172.66	108.89	116	23.4	17.58	15.34	17.19
"Zm00001eb055430"	2.75	2.56	60.21	61.47	2.28	2.28	17.08	17.78	108.67	110.28	36.15	33.59
"Zm00001eb055490"	16.11	17.68	4.73	3.09	48.26	44.97	14.17	13.88	9.28	9.97	16.54	16.87
"Zm00001eb055880"	12.81	12.87	136.72	135.85	39.75	37.4	12.25	10.28	217.14	219.04	41.47	44.67
"Zm00001eb056010"	0.69	0.62	66.13	62.22	1	0.54	8.33	6.9	258.94	256.98	53.17	51.27
"Zm00001eb056020"	12.05	13.47	73	61.14	10.79	9.42	13.12	15.45	42.43	36.87	10.08	8.66
"Zm00001eb056240"	12.41	11.98	154.78	156.16	11.55	13.87	12.32	12.96	116.8	121.34	15.8	21.75
"Zm00001eb056390"	10.05	11.09	3.54	4.46	137.47	126.3	21.66	20.11	4.36	6.43	122.64	121.28
"Zm00001eb056440"	6.51	7.86	60.05	51.22	21.47	18.22	14.82	13.63	34.62	38.51	29.62	27.38
"Zm00001eb056450"	48.55	48.53	12.64	10.89	75.26	82.22	93.4	102.23	60.46	59.49	143.83	147.03
"Zm00001eb056790"	19.3	20.17	11.52	11.08	33.26	26.01	13.44	12.86	11.25	12.42	12.36	12.88
"Zm00001eb056890"	228.6	241.56	34.64	41.94	88.39	87.73	125.09	123.16	72.06	72.48	79.15	84.11
"Zm00001eb056910"	12.35	14.54	22.34	21.96	16.03	14.77	17.17	15.79	19.03	22.01	14.36	14.85
"Zm00001eb056930"	212.31	210.8	162.89	161.71	157.67	143.02	189.89	196.09	294.87	299	184.98	187.7
"Zm00001eb057150"	35.91	35.71	20.07	17.7	21.23	23.86	46.93	51.25	58.12	62.92	59.75	55.87
"Zm00001eb057390"	29.91	33.4	15.01	14.7	5.79	7.04	19.21	19.62	11.09	10.95	3.06	2.76
"Zm00001eb057400"	64.38	66.24	10.7	13.54	68.8	62.17	54.61	53.56	9.41	8.29	18.8	17.52
"Zm00001eb057440"	13.82	15.06	27.04	31.52	51.66	45.21	14.41	14.23	12.96	13.77	19.95	22.12
"Zm00001eb057580"	22.47	20.53	3.37	3.89	153.86	169.36	28	32.51	4.36	4.51	50.98	51.58
"Zm00001eb057690"	273.66	264.74	137.82	135.11	195.88	173.97	221.89	217.82	127.64	127.8	68.15	69.12
"Zm00001eb057810"	62.98	60.36	38.28	41.42	687.37	641.87	57.97	56.34	71.09	71.66	79.56	81.87
"Zm00001eb057860"	6.44	5.95	17.42	20.47	7.95	5.48	6.15	4.76	11.2	12.86	21.62	21.1
"Zm00001eb058110"	0.2	0.81	170.59	161.48	1.3	1.1	2.67	2.57	77.16	75.89	12.36	12.72
"Zm00001eb058370"	0.75	0.22	26.4	24.81	5.8	5.49	1.2	1.55	41.75	38.6	23.38	22.86
"Zm00001eb058550"	20.09	18.66	35.67	34.73	14.01	17.07	35.25	29.82	45.37	45.15	102.75	105.2
"Zm00001eb058590"	5.37	6.33	701.66	671.54	12.58	11.92	8.24	7.35	151.94	156.08	15.93	12.57
"Zm00001eb058700"	62.55	65.44	44.04	46.59	121.6	114.89	116.75	112.72	194.17	197.14	183.02	190.63
"Zm00001eb058720"	5.8	5.81	22.14	21.91	5.45	6.02	6.52	7.27	33.29	26.29	12.03	10.73
"Zm00001eb058790"	2.35	3.01	38.2	40.42	5.36	5.53	5.68	4.87	19.77	18.7	10.3	11.07
"Zm00001eb058950"	131.91	141.22	88.68	92.72	201.54	172.31	126.39	133.37	101.12	108.43	126.15	121.2
"Zm00001eb059070"	7.65	6.05	259.28	234.49	9.68	5.88	11.33	10.82	100.51	107.31	19.76	19.07
"Zm00001eb059090"	34.05	40.09	37.68	35.08	41.46	49.76	42.13	37.03	57.63	49.64	41.07	39.29
"Zm00001eb059220"	13.79	11.33	34.5	39.87	19.26	15.7	20.08	13.08	40.49	48.49	23.88	23.8
"Zm00001eb059230"	24.05	23.51	77.05	83.6	37.81	42.42	30.27	30.45	62.6	63.95	41.98	43.91
"Zm00001eb059850"	27.89	25.8	11.73	12.53	22.59	27.09	18.02	16.07	18.81	20.61	9.75	11.75
"Zm00001eb059930"	2.47	2.51	210.89	202	4.88	3.92	10.99	10.62	196.58	186.62	6.67	7.86
"Zm00001eb059960"	12.67	13.95	33.7	32.83	24.21	26.63	22.36	22.67	36.49	38.13	38.99	41.81
"Zm00001eb060050"	146.96	142.9	214.66	208.61	153.19	181.01	183.35	175.18	298.31	292.95	208.69	209.48
"Zm00001eb060380"	51.07	47.57	35.43	42.3	47.95	47.55	59.53	59.01	49.35	44.31	73.94	80.15
"Zm00001eb060550"	165.1	140.52	59.51	58.77	93.8	100.37	153.47	149.32	51.87	53.06	43.45	46.12
"Zm00001eb060560"	15.95	20.52	15.47	16.32	11.09	14.33	24.06	27.16	21.5	22.2	55.76	63.67
