gene_id	treatment_1	treatment_2	treatment_3	control_1	control_2	control_3
Zm00001eb043170	0.092558683	0	0.650700801	0.383697393	0	0.082398958
Zm00001eb364990	0	0	0.060851072	0	0	0
Zm00001eb339980	0.376935813	0.121298755	0.055206516	0.117192643	0.038183644	0.335561367
Zm00001eb017420	0	0	0.095691294	0.541690437	0.066184983	0.072704963
Zm00001eb010290	0	0	0	0	0	0
Zm00001eb321390	0.311995561	0.53547116	0.213244645	0.388008599	0.021070126	0.046291549
Zm00001eb397740	0	0	0	0	0.385763898	0.052970759
#N/A	0.132647794	0.113830254	0.466266498	0.10997696	0.214995803	0.118087678
Zm00001eb155630	0.350995006	0.139016551	0.664339085	0.089540446	0	0
Zm00001eb293060	0.147143455	0.277793004	0	0.390384535	0.095396159	0
#N/A	0.665121835	0.361485787	0.259772321	0.183815288	0.287474871	0.217108681
#N/A	0	0.020130432	0	0	0	0
Zm00001eb013600	0.177767259	0.124812842	0.189352923	0.214378264	0.091676301	0.230188501
Zm00001eb408030	0	0.362257094	0	0	0	0
Zm00001eb038450	0	0	0.157937088	0.279391305	0	0
Zm00001eb418770	0	0.168597641	0	0.325780805	0.15921859	0
Zm00001eb114510	0.472595394	0.405552571	0	0.391824115	0.076598353	0
Zm00001eb026090	0	0.319650162	0.119030634	0.084226257	0.192097876	0.120583841
Zm00001eb386450	0.101259499	0.347578929	0	0	0.082060797	0.180289454
Zm00001eb415500	0.219680419	0	0.051479494	0	0.178029225	0.117340288
#N/A	0.776457661	0.071390213	0.064983436	0.160938321	0.02247293	0.049373543
#N/A	0	0.687359613	0.208557949	0.14757592	0.432747963	0
Zm00001eb328570	0.257107453	0	0.150625186	0	0.156270098	0.114442997
#N/A	0	0	0	0	0	0
#N/A	0.529467043	0	0.310185763	0	0.214540303	0.235674985
#N/A	0.52010082	0	0.076174652	0.377309091	0.158058829	0
Zm00001eb202050	0.206195086	0.117962706	0.402661387	0	0.055700233	0.183562035
Zm00001eb043140	0.085585084	0.055082928	0.025069808	0	0.017339559	0.038095409
#N/A	0	0.143353074	0	0	0.135378373	0
Zm00001eb107840	0	0.039714111	0.054225067	0.153478957	0.11251447	0.082398958
Zm00001eb235420	0	0	0	0	0	0
#N/A	0	0.116047727	1.109149093	0	0.219184033	0.361164263
Zm00001eb164140	0	0	0	0	0	0
#N/A	0	0	0	0.040915599	0.039993295	0
Zm00001eb098730	0.036816212	0	0.129411621	0.091571859	0.059671787	0.065550143
Zm00001eb095040	0	0	0	0	0.057210748	0.125693325
Zm00001eb193250	0	0	0	0	0.397109895	0
Zm00001eb017160	0	0	0	0	0	0
#N/A	0.240296581	0	0	1.195364954	0	0
Zm00001eb207580	0.070199001	0.301202527	0	0	0.284446694	0
#N/A	0.153789812	0.032993261	0.45048517	0.191258393	0.09347356	0.034227259
#N/A	0.156977666	0.044902889	0	0.303680097	0.169619804	0.139746976
Zm00001eb034540	0	0	0	0.066409164	0.064912194	0
Zm00001eb274980	0.222075039	0.381142534	0.086734408	0.030686699	0.269954742	0.362448022
Zm00001eb165650	0.217842089	0.486040898	0.204194812	0.036122139	0.141231553	0.232716722
Zm00001eb119120	0	0	0.243525749	0.379102214	0.134747869	0.1850276
#N/A	0	0	0	0	0.111155898	0
Zm00001eb253020	0	0	0	0	0.022889472	0
Zm00001eb410240	0	0.06578411	0.044910331	0.413122039	0.093186831	0.204733607
#N/A	0.763778864	0	0	0.379944851	0	0
Zm00001eb295270	0	0	0	0	0	0
Zm00001eb184890	0.187057219	0.107014072	0.511404073	0.310174539	0.050530451	0.16652484
#N/A	0	0	0	0	0	0
#N/A	0	0	0.114739561	0	0.039679868	0.217943952
Zm00001eb001440	0	0	0	0.080122425	0	0.129047092
#N/A	0	0	0	0.515414408	0	0
Zm00001eb423000	0	0	0	0	0	0
#N/A	0.397943382	0.273192611	0.0932533	0.065986176	0	0.141705214
#N/A	0	0	0	0	2.26033534	0
#N/A	0	0.098014716	0.267655723	0.094696797	0.092562178	0.20336123
Zm00001eb061350	0.088369323	0.176944059	0	0.366330608	0.190972227	0.026223148
Zm00001eb076690	0.102170255	0	0	0.169416674	0.28979606	0.045477757
Zm00001eb093510	0.166961815	0.143276456	0.156502063	0.124583734	0.094714212	0.104044649
#N/A	0	0	0	0	0	0
Zm00001eb214620	0.253971996	0	0	0.336905028	0	0
Zm00001eb037910	0	0	0	0	0	0
Zm00001eb036000	0	0.209157542	0.190387101	0.336795501	0	0
Zm00001eb175460	0	0.158997775	0.043418648	0.092169303	0.12012221	0.09896672
Zm00001eb174200	0	0	0.08188349	0.173822644	0.084952201	0.248855913
Zm00001eb064060	0.114113445	0	0.467969754	0.094610316	0	0.203175512
Zm00001eb375230	0.068505604	0.088181003	0.160534737	0.39758118	0.138792521	0.091479106
Zm00001eb411280	0.089189309	0.420952568	0.41800908	0.073945964	0.289116412	0.277897984
Zm00001eb422930	0	0	0	0	0	0
Zm00001eb108790	0	0.126299293	0	0	0	0
Zm00001eb308580	0.077611318	0.199803912	0	0	0	0
Zm00001eb017240	0.354983586	0.043517898	0	0.294313341	0.123291019	0
#N/A	0	0.059242044	0.283108774	0.114473255	0.139866054	0.184373359
#N/A	0.529467043	0	0.413581018	0.438975831	0	0
Zm00001eb036340	0.587559038	0.224092162	0.382465205	0	0.687784379	0
#N/A	0.462793415	0.694996943	0.271125334	0	0	0
Zm00001eb178770	0	0.02549408	0.208855464	0.024631074	0	0.211580776
#N/A	0	0	0	0	0	0
Zm00001eb380490	0	0.286706149	0.489330482	0.138500396	0	0.074357348
Zm00001eb254150	0.350011827	0	0	0.145095653	0.141824963	0.051932116
#N/A	0.281851629	0.080622631	0.110080963	0.077893456	0.380688057	1.087294518
Zm00001eb119340	0.069670601	0.343775619	0.10204048	0.231052793	0.211729209	0.093034786
Zm00001eb307530	0.367080558	0.063001234	0.172041928	0.30434282	0.654461372	0.13071515
Zm00001eb382100	0.083004	0.007122898	0.0097255	0.116990237	0.114353089	0.022167914
#N/A	0.097165025	0.250143312	0.113847341	0	0.708683677	0.172999367
Zm00001eb298880	0.224660845	0.174429272	0.21309337	0.150785191	0.034679118	0
Zm00001eb008830	0	0.097955024	0.490403314	0.06309275	0	0.10161869
Zm00001eb345920	0.370784042	0	0.217222078	0.153706671	0	0.742690903
Zm00001eb250520	0	0.031408348	0.085768998	0.576557594	0.029661108	0.097749203
Zm00001eb221390	0.122025608	0.03490498	0	0.134893615	0.593338027	0.398315275
#N/A	0	0	0	0	0	0
Zm00001eb199050	0.131623127	0.150601264	0	0.054563709	0.035555837	0.078116989
Zm00001eb003460	0.071648063	0.081978669	0.139915597	1.663275395	0.05806366	0.148828393
Zm00001eb100800	0	0.406167044	0.369716364	0	0	0.070226384
Zm00001eb034370	0	0	0	0	0	0
Zm00001eb252970	0.028244625	0	0	0.046834673	0.091557887	0.125721737
#N/A	0.139250619	0.079664264	0.108772422	0	0	0
Zm00001eb042190	0.478751809	0	0.093491494	0	0.129326977	0.49723509
Zm00001eb148170	0.043046101	0.059103266	0.060524051	0.064240365	0.097676886	0.061313817
Zm00001eb067820	0.226038752	0	0.211877974	0	0.183182025	0
Zm00001eb125500	0.068280996	0.35156754	0.080004197	0.396277635	0.055334985	0.060786116
Zm00001eb096790	0	0	0.088410435	0	0	0.537384507
Zm00001eb116640	0.543642867	0.179431224	0	0.104014353	0.338899007	0
#N/A	0	0	0	0	0	0
Zm00001eb102900	0.330566725	0.081049206	0.055331701	0.07830559	0.229621368	0
#N/A	0	0	0.165619548	0.058596321	0	0
Zm00001eb096560	0.320865574	0.078670653	0.268539399	0.38003777	0	0
#N/A	0.044153435	0.341008091	0.103468325	0.256250202	0.107345961	0
#N/A	1.666056295	0	0	0	0	0
Zm00001eb360080	0	0	0	0	0	0
#N/A	0	0.266736566	0	0	0	1.660277508
Zm00001eb405630	0.409820341	0.035168285	0.072027393	0.050966692	0.066423761	0
Zm00001eb270060	0	0.12719822	0	0	0.12012221	0
Zm00001eb322590	0	0	0.154438481	0	0	0
Zm00001eb188500	0	0	0	0	0	0
#N/A	0	0.556739874	0	0.053789354	0.315461132	0.057756279
#N/A	0	0	0	0.035822371	0	0
Zm00001eb359250	0	0	0	0.117458386	0.229621368	0.315302134
#N/A	0.065216191	0.027982281	0	0	0.132128162	0
Zm00001eb321460	0.419711878	0.668889298	0	0	0	0
Zm00001eb401300	0.122504139	0.105125588	0.287073883	0	0.049638737	0.27264361
Zm00001eb432830	0	0	0	0	0	0
#N/A	0.104915384	0.180063979	0.215124635	0.173968591	0.106279411	0.443646782
Zm00001eb222560	0.354983586	0.17407159	0.178256104	0.042044763	0	0
Zm00001eb204060	0.109898172	0.094307915	0.193149974	0	0.089061586	0.195670348
#N/A	0.126089023	0.486908626	0.147737316	0.104539148	0.153274001	0.056124416
Zm00001eb052880	0	0.027579244	0.112968889	0.186519566	0.052090033	0.228885994
Zm00001eb314330	0	0	0	1.677924335	0	0.464947097
Zm00001eb192810	0.454709687	0.390204147	0.213111616	0.113098576	0	0.121439512
Zm00001eb256300	0.217437741	0	0.424616242	0	0	0.129047092
Zm00001eb377520	0.552637388	0.349439804	0.511200001	0.072345179	0	0.155361163
Zm00001eb361040	0.44354947	0	0	0.315207797	0.256752087	0.169227069
Zm00001eb369620	0	0	0	0	1.497168354	0
#N/A	0	0.1787135	0.244012801	0.172663827	0	0
Zm00001eb425440	0.111367399	0.038227487	0.052195251	0.129267036	0.072201799	0.138800383
Zm00001eb276490	0.061372408	0.210664243	0	0.763248743	0	0
Zm00001eb232750	0	0	0.394984749	0.186327871	0	0
Zm00001eb406250	0.966389962	0	0.169846497	0.240367276	0.039158168	0
#N/A	0	0	0	0	0	0
Zm00001eb175540	0	0.39616293	0.135228769	0	0	0.342483353
Zm00001eb096740	0	0	0	0	0	0
Zm00001eb144340	0.115913008	0	0	0.096102315	0	0
#N/A	0.098003311	0.126150706	0	0.162507131	0.119132969	0.130868933
Zm00001eb285410	0.179919686	0.771980559	0.948645877	0	0	0
#N/A	0	0	0	0	0	0
Zm00001eb198610	0	0	0	0.091195683	0.445699926	0
Zm00001eb165090	0	0	0	0	0	0
Zm00001eb418340	0	0.131165871	0	0	0	0
Zm00001eb195920	0.325656039	0.558916339	0.209862456	0.053999633	0.052782394	0.028991033
Zm00001eb259720	0	0	0	0	0	0
Zm00001eb254930	0.184682818	0.093225613	0.063644445	0.26120245	0.228902678	0.019342478
Zm00001eb163200	0	0.02909064	0.198599675	0.196741202	0.192306338	0
Zm00001eb240210	0	0	0	0	0.102492938	0
#N/A	0	0	0	0	0.138589904	0
Zm00001eb010000	0.598439761	0.410835631	0.280474483	0.297696253	0.096995233	0.319651129
Zm00001eb061650	0	0	0	0	0	0
Zm00001eb292080	0.146145289	0.125412982	0	1.029924581	0.414526996	0.325259044
#N/A	0	0	0.909364474	0	0	0
#N/A	0	0.222464937	0.303750374	0	0	0.692356388
Zm00001eb248640	0.042114669	0.054210364	0.049345359	0.104750552	0.051194653	0.074983885
Zm00001eb356630	0	0.064855705	0	0.459508571	0	0.112135678
Zm00001eb062920	0.022337187	0.115010475	0.02617227	0.3889103	0.289633245	0.03977068
#N/A	0.595020105	0.306365999	0	0.591990263	0.385763898	0
#N/A	0	0	0	0	0	0
Zm00001eb172060	0.061981261	0	0	0.102776087	0.050229674	0
Zm00001eb398180	0	0	0	0.171378488	0.251273011	0
#N/A	0	0	0	0	0	0
Zm00001eb081780	0	0.045941774	0.313641132	0.177546351	0.065079064	0.047660066
Zm00001eb131410	0	0.464190908	0	0	0.876736132	0.481552351
Zm00001eb259460	0	0.099248519	0.108409982	0.249310968	0.281182034	0
Zm00001eb205230	0.22339849	0.660324015	0.232670132	0.082318869	0.281621439	0.088389824
Zm00001eb082620	0.101630112	0.174425538	0.02976976	0.021065127	0.013726857	0.052776884
Zm00001eb223330	0.129710265	0	0.151980291	0.143388645	0.175195542	0.076981725
#N/A	0	0.520913788	0.218845561	0.15485545	0.075682379	0.249413886
Zm00001eb360850	0.180309123	0	0.422532988	0	0	0.481552351
Zm00001eb071510	0	0	0	2.953460194	0	0
#N/A	1.552226361	0.999019562	0	0	0	0
Zm00001eb243520	0.075564963	0	0.194785254	0.325780805	0.024495168	0.309444562
#N/A	0.533992402	0.305493162	0	0.07378796	0.144249321	0
Zm00001eb227420	0	0.080065783	0.027330162	0.193388643	0.132320546	0.083060364
Zm00001eb178270	0	0	0	0.105140355	0.376824511	0.376314591
Zm00001eb185010	0	0.676945074	0	0	0.51142941	0
Zm00001eb035430	0	0	0	0	0	0
Zm00001eb344870	0.17132663	0.661599335	0.234198757	0.923293772	0.185124357	0
Zm00001eb283420	0	0	0	0	0	0
#N/A	0	0	0	0	0	0
Zm00001eb255490	0	0	0	0.390267554	0.693582351	0
#N/A	0	0	0	0.804334597	0.157240719	0.172730735
Zm00001eb217830	0.609773967	0.240421748	0.308958439	0.027327432	0.093489998	0.161385455
#N/A	0	0	0	0	0	0
Zm00001eb167960	0.246458032	0.211495266	0	0.102167945	0.199729829	0
Zm00001eb089940	0	0	0	0.133847928	0.130830779	0
Zm00001eb396810	0	0	0	0.107244613	0	0
Zm00001eb079650	0	0	0	0	0	0
Zm00001eb058160	0	0	0	0	0	0
Zm00001eb118770	0	0.148927916	0	0.719432611	0	0.154498046
Zm00001eb427600	0.178676199	0	0.069784404	0.04937955	0	0
Zm00001eb079670	0.064642639	0.027736187	0.302964677	0.107189132	0.078579687	0.11509425
Zm00001eb428640	0	0	0	0	0	0
Zm00001eb323300	0.214697976	0.092120361	0	1.958043396	0	0
Zm00001eb159930	0	0	0	0	0	0
Zm00001eb349180	0.600741452	0	0.938510771	0.332045821	0	0.178266976
Zm00001eb068000	0.188539	0.04044817	0.165682022	0	0.038198047	0.041960993
Zm00001eb029210	0	0	0	0	0	0
Zm00001eb090160	0.517408787	0	0.606242983	0	0.104827146	0
Zm00001eb048830	0.116394733	0.12293276	0.062943973	0.066808875	0.058047018	0.175354618
Zm00001eb213620	0.342904012	0.235407464	0.241066433	0.056859658	0.027788975	0.12210603
Zm00001eb274560	0.066963677	0.143660369	0	0.055518915	0.189936003	0.029806697
#N/A	0.105893409	1.090455251	0.124074305	0.087795166	0.171632243	0.188539988
#N/A	0	0	0	0	0	0
#N/A	0.811391053	0	0	0	1.534288231	0
#N/A	0.192681915	0.124010909	0.282204472	0.199688312	0.234224418	0
#N/A	0	0	0	0	0	0
Zm00001eb223460	0	0	0	0.413566052	0	0.16652484
Zm00001eb312410	0.032744817	0.140498034	0.076733585	0	0.026536432	0
Zm00001eb164580	0	0	0.052028316	0	0	0
Zm00001eb319340	0	0	0	0.126958696	0	0.408965416
#N/A	0.263863913	0.176113725	0.13740749	0.31599668	0.190076064	0.70470249
Zm00001eb204250	0	0.1787135	0.569363201	0.230218436	0	0.185397655
#N/A	0	0	0	0	0	3.133481494
Zm00001eb234850	0.042472543	0	0	0.035213561	0.137679161	0.113431604
#N/A	0.184026837	0	0.215622504	0.61029924	0	0
Zm00001eb134030	0	0	0	0.125118715	0	0
Zm00001eb328640	0.034864459	0	0	0.173434647	0.056508384	0
Zm00001eb145670	0.190866938	0.054596792	0.074545662	0.026374312	0.103119168	0.084958192
Zm00001eb121860	0.057956504	0.09946948	0	0.144153473	0	0.309569368
Zm00001eb358810	0.128907382	0	0	0.017812637	0	0.019126306
#N/A	0.22909365	0	0	0.027134179	0	0
Zm00001eb134750	0	0	0	0.08724067	0.063955594	0
Zm00001eb404720	0.336622366	0.057773761	0.078883448	0	0.054559819	0
Zm00001eb357070	0	0	0	0	0.064953831	0.107028794
Zm00001eb274700	0.087293369	0.021402814	0.11689236	0.08271321	0.131379172	0.16652484
#N/A	0	1.520965953	0	0.489826459	0.119696245	0
Zm00001eb057770	0.035640109	0	0.041759179	0.354586296	0.173296674	0
Zm00001eb406740	0.064877582	0	0	0.107578708	0.105153711	0
#N/A	0	0	0	0	0	0
Zm00001eb373950	0	0	0.17491957	0.618866763	0.302458253	0
Zm00001eb394070	0.441894692	0	0.119483961	1.352752506	0.220376547	0
Zm00001eb115030	0	0	0	0	0	0
Zm00001eb052590	0	0.343679807	0.938510771	0	0	0
Zm00001eb150820	0	0	0.114919686	0.601748344	0.36562787	0.104777325
Zm00001eb206080	0	0.22078538	0.050242855	0.248863443	0.104251568	0
Zm00001eb298550	0.085234804	0.036571657	0.249672033	0	0	0
Zm00001eb034780	0	0	0	0.194880166	0	0
#N/A	0	0	0	0	0	0
Zm00001eb280010	0.168062168	0	0	0.243842661	0.578840415	0.037403696
Zm00001eb383780	0.249409625	0.053507036	0	0	0.32844793	0.02775414
Zm00001eb183350	0.304395182	0.087071133	0.118885652	0.042061834	0.185011614	0.045163862
Zm00001eb418080	0.074644099	0.064055018	0.131189678	0.092830014	0.060491651	0.199352317
#N/A	0.055375237	0.083159395	0.048661981	0.252510804	0.123409401	0.049296961
Zm00001eb164280	0.166828067	0.357904205	0	0	0.33799407	0.297032291
Zm00001eb015480	0	0	0	0	0	0
Zm00001eb386370	0.105298502	0.240962022	0	0.407409029	0	0.312467958
#N/A	0	0.36307483	0	0	0.114292351	0.251102919
Zm00001eb261230	0	0	0.148939654	0.035129975	0.068676177	0.018860392
#N/A	0.184570491	0.158387149	0.108129749	0	0.149576105	0.164311068
Zm00001eb151350	0	0	0.259588086	0	0	0
Zm00001eb193590	0.03251194	0.04649961	0.038093932	0.143761729	0.105390831	0.25084158
Zm00001eb031560	0.255530107	0.146186912	0.199601473	0	0.138054565	0.151654524
#N/A	0	0	0	0	0.255284933	0
Zm00001eb410960	0.054233603	0	0.063545	0.314751768	0.043950965	0
Zm00001eb270570	0.271168017	0.046539974	0	0.449645382	0	0
Zm00001eb210760	0	0	0	0.213165218	0.347266884	0
Zm00001eb408160	0	0	0	0	0	0
Zm00001eb046280	0	0	0.504318984	0.082351587	0.321980996	0
Zm00001eb152670	0.073459272	0.031519136	0.645536509	0	0	0.065395998
#N/A	0.06956071	0.049743969	0	0.048060074	0.018790689	0
Zm00001eb278240	0	0.022348499	0.030514314	0.0863679	0.084421028	0.85782158
Zm00001eb067840	0.143625543	0	0	0.595392506	0	0
Zm00001eb035610	0.130354628	0.031960685	0.065457979	0.030878777	0	0.116046222
Zm00001eb157510	0	0	0	0.144488558	0.070615776	0
#N/A	0	0	0	0	0	0
#N/A	0.213232461	0.457457763	0.249842458	0.088394451	0	0.284740426
Zm00001eb321010	0.03520829	0.135961242	0.041253221	0.277312993	0.099864914	0.141046399
#N/A	0.071648063	0.122968004	0.167898716	0.059402693	0.406445621	0.446485178
Zm00001eb221210	0	0	0	0	0	0.041756229
Zm00001eb072960	0	0	0	0	0	0
#N/A	1.268570783	0	0	0	0	0
Zm00001eb168650	0	0	0	0.090557951	0	0.032412177
Zm00001eb332990	0	0.079252106	0	0	0	0.369973148
Zm00001eb158950	0	0	0	0	0.107956315	0
Zm00001eb214870	0.059033491	0	0	0.016314692	0.015946933	0
Zm00001eb188760	0	0.140941246	0.076975647	0.027234042	0.133100714	0
Zm00001eb045800	0.389265489	0	0	1.694364655	0	0
Zm00001eb284010	0.347095061	0.165475463	0.135562667	0	0	0
Zm00001eb315090	0.237555555	0.339759505	0.37112213	0.459561516	0	0.56394724
Zm00001eb299010	0.036218615	0.031080609	0	0.960911731	0	0
Zm00001eb233120	0	0	0	0.156967115	1.380859408	0.505629968
Zm00001eb255860	0	0	0	0	0.14242338	0
#N/A	0	2.233918744	0	0	0	0
Zm00001eb358700	0.214697976	0.184240721	0.125779794	0	0	0
#N/A	0	0	0.112968889	0.399684784	0.156270098	0
Zm00001eb167340	0	0	0	0.057173453	0.279423353	0
#N/A	0.482981532	0.029604666	0.282952447	0.085807534	0.055915529	0.030711925
#N/A	0	0	0	0	0	0
Zm00001eb213350	0	0.304971842	0	0.353577802	0	0
#N/A	0	0	0	0	0.079235542	0
#N/A	0.199395035	0.456289786	0	0	0.10772662	0
#N/A	0	0	0	0	0	0
Zm00001eb153990	0.171404969	0.36772325	0	0.817133336	0.034726688	0
Zm00001eb096710	0.340577831	0.454631555	0.177356366	0	0.460007677	0.067376495
#N/A	0	0	0.119030634	0	0	0
Zm00001eb217940	0.147191454	0.058297263	0.06633186	0.075098439	0.100932698	0.110875727
Zm00001eb133990	0	0.360309475	0.098392258	0.139245022	0.408318642	0.224271357
#N/A	0	0	0	0	0	0
Zm00001eb275710	0.219217934	0.094059737	0.12842779	0.090875698	0.177654427	0.390310853
#N/A	0	0	1.220064003	0	0.843858527	0
Zm00001eb276800	0	0.883177178	0	0	0	0
Zm00001eb272320	0.143038357	0.078908659	0.251395036	0.093179171	0.132478199	0.181911027
Zm00001eb369700	0	0	0	0.050933282	0.149355491	0.273447869
Zm00001eb026370	0.093528609	0.200651384	0.164379881	0.348946356	0.075795676	0.16652484
#N/A	0.121314779	0	1.42143379	0	0	0
#N/A	0.425014361	0.820623212	0	0.528562735	0	0
#N/A	0.042228531	0.072475904	0	0.175056262	0.171110212	0.150373225
Zm00001eb164470	0	0	0	0	0.156753906	0
Zm00001eb222540	0	0	0	2.863692736	0.082327661	0
Zm00001eb299730	0	0.119142333	0.0813376	0.345327653	0.11251447	0
Zm00001eb338700	0.088620016	0.304193191	0.103835234	0.146947938	0	0
Zm00001eb200890	0.120479278	0.059078843	0.14116443	0.06421382	0.111584599	0.137899082
Zm00001eb008140	0.329115598	0	0.771243268	0.045477742	0.133357801	0.097663383
Zm00001eb232510	0.088578135	0	0.276763101	0.293756983	0.095711742	0.183995782
Zm00001eb146800	0	0	0	0.383697393	0.975125409	0
Zm00001eb100000	0.265295588	0.227660509	0	0.10997696	0.752485311	0.590438392
Zm00001eb081170	0.050670812	0.043482603	0.118741022	0.504127961	0	0.405980267
Zm00001eb279320	0.053490677	0.06885366	0	0.088697171	0.173395588	0.261905934
Zm00001eb095600	0	0.070544802	0.192641685	0	0.06662041	0
#N/A	0	0	0	0	0	0
Zm00001eb425060	0	0	0	0	0.888272134	0.216839363
Zm00001eb263200	0.137918567	0	0.242396822	0.200107084	0.111769341	0.092084928
#N/A	0.076176116	0.043579801	0.074379029	0.031578428	0.154332996	0.011302438
Zm00001eb358580	0	0	0.173126938	0.653359376	0.1596579	0
Zm00001eb206390	0	0	0	0.401543783	0	0
Zm00001eb414470	0.204173566	0.070083725	0	0.067711305	0.132369965	0.036352481
Zm00001eb332410	0	0	0	0.307717711	0	0.440548883
Zm00001eb427750	0.059720036	0.059789445	0.023324467	0.247566424	0.064529567	0.097468896
Zm00001eb059340	0	0	0	0.054669286	0	0
Zm00001eb139500	0.208604711	0	0	1.470092682	0	0
#N/A	0.152383198	0.043588658	0	0	0.041163831	0
Zm00001eb221950	0.079185185	0.339759505	0	0	0.256687004	0
Zm00001eb372130	0	0.164359442	0.179531184	0.381109611	0.186259393	0
#N/A	0	0	0	0	0	0
Zm00001eb009010	0.12885421	0.007371655	0.050325753	0.064099042	0.146193008	0.084121031
Zm00001eb278210	0.086581362	0.01485977	0.284050378	0.071783742	0.056132496	0.107908835
Zm00001eb006070	0	0	0	0.222075661	0	0.119226788
Zm00001eb156310	0.245248719	0.052614377	0.071838901	0	0	0
Zm00001eb073440	0	0.290928953	0.39723014	0.361389405	0.039249234	0
Zm00001eb338060	0	0.077031681	0	0.074424063	0.145492849	0.039956391
Zm00001eb157760	0	0	0	0	0	0
Zm00001eb243320	0	0	0	0.028445441	0	0
Zm00001eb290640	0	0	0	0.205552175	1.105052833	0
#N/A	0	0	0	0	0	0
#N/A	0.117659343	0.151452118	0.137860339	0.146325277	0.095351246	0.104744438
#N/A	0	0.610638381	0.166751344	0.471974014	0	0
Zm00001eb398950	0	0	0.144386273	0.647063651	0	0
Zm00001eb426650	0	0	0	0	0.06657661	0
Zm00001eb204090	0.042530368	0.145987883	0.149497291	0.45839954	0.034466652	0.15144805
Zm00001eb005130	0	0	0.059226408	0.125726087	0	0
#N/A	0.146832223	0.189003701	0.430104819	0	0.297482442	0.261430301
Zm00001eb190450	0	0.045765301	0.062487273	0.022108044	0	0.071215488
Zm00001eb069860	0.164154259	0.028173437	0.615481578	0.054439462	0.239455389	0.058454332
Zm00001eb069960	0.410134208	0.625692777	0.053394486	0	0.073860703	0.040568415
Zm00001eb018030	0.094662289	0.054155606	0.073943273	0.523223717	0	0.056181108
Zm00001eb034700	0.388935043	0.212392954	0.331426554	0.029314741	0.200577579	0.251813453
#N/A	0	0	0	0	0	0
Zm00001eb420810	0	0.241504729	0	0	0.608186326	0
Zm00001eb104130	0	0	0	0	0	0
Zm00001eb005300	0.355902756	0.388708803	0.606556936	0.107300151	0.131101791	0.172820186
Zm00001eb349440	0	0.098014716	0	0	0	0
#N/A	0	0	0	0	0	0
Zm00001eb069040	0	0	0	0	0.638595642	0
Zm00001eb069060	0	0	0	0	0	0
Zm00001eb405340	0	0.390685341	0	0	0.028380892	0.062353471
Zm00001eb065470	0	0.389920363	0.266195782	0.125573692	0	0.067417329
Zm00001eb323220	0	0.04201728	0.200794232	0.588626682	0.158719472	0.414093509
#N/A	0	0.310356294	0.052969494	0.074962588	0	0.080491022
Zm00001eb068900	0	0	0	0	0.085310045	0
Zm00001eb375740	0	0	0.233878084	0	0	0
Zm00001eb135460	0.332325059	0	0.519176171	0	0	0
#N/A	0.077611318	0.666013042	0	0	0.377377726	0.207276881
#N/A	0	0.137471923	0	0	0	0.285227162
Zm00001eb413830	0.149825206	0	0	0.12421858	0	0.266759216
#N/A	0	0	0	0	0	0
Zm00001eb006860	0	0.105872926	0.028911469	0.102288997	0.339943008	0
Zm00001eb312060	0.256228753	0	0.150110404	1.982742508	0	0
Zm00001eb273240	0.094233953	0.215642232	0.257630408	0.703155856	0.152734575	0.027963447
#N/A	0	0	0	0.21200197	0.069074368	0
Zm00001eb346830	0	0	0	0	0.28412745	0.187270359
Zm00001eb426490	0	0	0	0	0.241966603	0.066450772
Zm00001eb244620	0	0	0	0	0	0
Zm00001eb034520	0	0	0	0	0	0
Zm00001eb301910	0	0	0	0	0	0
Zm00001eb020190	0.08286089	0	0	0.068699135	0.016787636	0.073765645
Zm00001eb026670	0	0	0.136574329	1.739523628	0.094461775	0.069178229
#N/A	0.292186571	0.185327135	0.223273201	0.147455891	0.102951427	0.135711988
Zm00001eb123730	0.081033866	0.20861498	0	0.268737474	0	0
Zm00001eb180930	0	0	0	0.265636657	0	0
Zm00001eb374820	0	0.050770881	0	0.147156671	0.047946507	0
Zm00001eb042820	0.036794529	0.09472447	0.086223604	0.976191247	0.029818323	0.556848081
#N/A	0	0	0	0	0	0
Zm00001eb117450	0.143077354	0	0.167642382	0.237248006	0.038650009	0.339659826
Zm00001eb398830	0.037344358	0.256373221	0	0.185771003	0.121055617	0
Zm00001eb378130	0	0	0	0	1.687717054	0
Zm00001eb379420	0.241055146	0.35730163	0.017117699	0.042393784	0.118394742	0.195086975
Zm00001eb126710	0.177084537	0.262920387	0.184434024	0.163132243	0.072893705	0.110102535
Zm00001eb128610	0	0	0	0	0	0
#N/A	0.099485846	0.341490763	0	0.16496544	0.161246852	0.177131518
Zm00001eb154870	0	0	0.19742136	0.447026089	0.2184747	0.059999241
#N/A	0	0	0	0	0	0
Zm00001eb235970	0.200990459	0.35822305	0.307959733	0.012818398	0.175412314	0.013763746
Zm00001eb349430	0	0	0	0.057173453	0.055884671	0
Zm00001eb433820	0	0	0	0.037989841	0	0.061187345
#N/A	0	0	0	0	0	0
#N/A	0	0	0	0	0	0
Zm00001eb218120	0	0.145295528	0.13225626	0.09358473	0.091475179	0
#N/A	0	0.777015215	0.11788058	0	0	0
#N/A	0.278915674	0.319131249	0	0	0	0.331067241
Zm00001eb008500	0.203067533	0.087130092	0.039655385	0.280602102	0.630836819	0.060259259
#N/A	0.894660301	0	0.524132507	0	0	0
